timestamp,az_cam_deg,el_cam_deg,dist_m,conf,cls_name,latency_ms
1771452498.5017648,18.13021469116211,-1.672778844833374,2.394078486962421,0.9446306228637695,person,0.0
1771452498.502783,-16.501476287841797,-15.4501953125,3.2955588652218157,0.873818039894104,person,0.0
1771452498.7597015,17.943647384643555,-1.5430026054382324,3.0666470940565222,0.9405614733695984,person,0.0
1771452498.7607074,-16.11032485961914,-15.329888343811035,3.7999853205423917,0.8901238441467285,person,0.0
1771452498.949347,17.886550903320312,-1.4856444597244263,3.443749327730997,0.9456097483634949,person,0.0
1771452498.949347,-15.980405807495117,-15.309657096862793,4.082811995798248,0.8979423642158508,person,0.0
1771452499.133437,17.74115562438965,-1.3382930755615234,3.6543355774484207,0.9382264018058777,person,1.003265380859375
1771452499.1344402,-15.875240325927734,-15.291275978088379,4.240751683086316,0.897905707359314,person,0.0
1771452499.3284285,17.6662654876709,-1.3041760921478271,3.7696723777982406,0.9428203105926514,person,0.0
1771452499.3299384,-15.797972679138184,-15.31722354888916,4.3272542833486805,0.8955341577529907,person,0.0
1771452499.5106268,17.74655532836914,-1.2157388925552368,3.832575597322559,0.950131893157959,person,0.0
1771452499.511623,-15.739018440246582,-15.317160606384277,4.374431697991919,0.9024633765220642,person,0.0
1771452499.689394,17.44498634338379,-1.0084925889968872,3.8610552113891363,0.9492983818054199,person,0.5035400390625
1771452499.6914015,-15.688387870788574,-15.339292526245117,4.395791408541852,0.9087017178535461,person,0.0
1771452499.8651571,17.089557647705078,-0.747850239276886,3.8694314605665063,0.9401274919509888,person,0.0
1771452499.8661528,-15.66521167755127,-15.361533164978027,4.40207359542488,0.9020751714706421,person,0.0
1771452500.0154235,16.638671875,-0.3505173921585083,3.8607837257459963,0.9462440013885498,person,0.0
1771452500.0154235,-15.660722732543945,-15.361759185791016,4.395587794309497,0.9051420092582703,person,0.0
1771452500.1927698,15.314522743225098,-0.02480095624923706,3.8458751900378623,0.9461725950241089,person,0.0
1771452500.1937695,-15.310407638549805,-15.322942733764648,4.384406392528397,0.8981194496154785,person,0.0
1771452500.354784,14.45970344543457,0.0952182486653328,3.834640897263965,0.94561368227005,person,0.0
1771452500.354784,-15.284341812133789,-15.298638343811035,4.375980672947974,0.903465747833252,person,0.9996891021728516
1771452500.5140216,13.900335311889648,0.18478889763355255,3.8271807974929364,0.9372745156288147,person,1.0027885437011719
1771452500.516062,-15.224260330200195,-15.224556922912598,4.370385598119702,0.8870953917503357,person,0.0
1771452500.6980424,13.395273208618164,0.17222349345684052,3.8231483864318045,0.9387452602386475,person,0.0
1771452500.6980424,-15.31845474243164,-15.202193260192871,4.367361289823854,0.870695173740387,person,0.0
1771452500.8581889,13.120950698852539,0.21480372548103333,3.8218531235648,0.9348845481872559,person,0.0
1771452500.859189,-15.411943435668945,-15.220844268798828,4.3663898426736,0.8960351943969727,person,0.0
1771452501.0259547,12.93912124633789,0.21373580396175385,3.8213653801609255,0.9426845908164978,person,0.0
1771452501.0259547,-15.43706226348877,-15.222661972045898,4.366024035120694,0.9023405313491821,person,0.0
1771452501.2261183,12.79047679901123,0.19312088191509247,3.8210642201302125,0.943828821182251,person,0.0
1771452501.2266288,-15.707212448120117,-15.271649360656738,4.36579816509766,0.9002740979194641,person,0.0
1771452501.389301,12.759153366088867,0.15233024954795837,3.8208079528297536,0.9430553913116455,person,0.0
1771452501.3903034,-15.719812393188477,-15.312372207641602,4.365605964622315,0.9048358201980591,person,0.0
1771452501.5892293,12.781147003173828,0.12650874257087708,3.8206552029556926,0.943003237247467,person,0.0
1771452501.590738,-15.820208549499512,-15.32044506072998,4.36549140221677,0.9004954695701599,person,0.0
1771452501.7908146,12.82443904876709,0.14842304587364197,3.820627796425125,0.9416585564613342,person,0.0
1771452501.7908146,-15.855413436889648,-15.272034645080566,4.365470847318844,0.9061686396598816,person,0.0
1771452501.973691,12.869406700134277,0.08361324667930603,3.820068770772923,0.9400035738945007,person,0.0
1771452501.973691,-15.653852462768555,-15.36750316619873,4.365051578079692,0.9002407193183899,person,0.0
1771452502.1581645,12.968894958496094,0.10309098660945892,3.820158554973803,0.939935028553009,person,0.0
1771452502.1581645,-15.783355712890625,-15.353959083557129,4.365118916230353,0.8854151964187622,person,0.0
1771452502.3143883,12.998982429504395,0.11796354502439499,3.819564442681533,0.9380156397819519,person,0.0
1771452502.3159027,-15.807188034057617,-15.385026931762695,4.36467333201115,0.8723862767219543,person,0.0
1771452502.478038,13.130667686462402,0.06077682971954346,3.8194747391360115,0.9391067028045654,person,0.0
1771452502.4790382,-15.794366836547852,-15.386659622192383,4.364606054352008,0.906066358089447,person,0.0
1771452502.6384263,14.464018821716309,0.07265883684158325,3.8198027687779277,0.9497310519218445,person,0.0
1771452502.6399262,-16.087440490722656,-15.325132369995117,4.364852076583446,0.8624216318130493,person,0.0
1771452502.819506,16.27203369140625,-0.3205699920654297,3.831004925192369,0.9450586438179016,person,0.0
